Price,Close,High,Low,Open,Volume
Ticker,YUM,YUM,YUM,YUM,YUM
Date,,,,,
2019-01-01,83.41633605957031,83.70036671640096,78.80970728389265,80.85117551366766,41145600
2019-02-01,83.87789916992188,84.94301264112687,78.57006722697298,83.86902130564438,37269600
2019-03-01,88.98843383789062,90.39712927768377,84.4859672061205,84.6999441076704,38709200
2019-04-01,93.07186126708984,93.1431891659745,88.25733692762029,89.54121189873293,25532900
2019-05-01,91.2530517578125,92.26053974604088,88.22168370853873,90.49521144604498,35957100
2019-06-01,99.08430480957031,99.63940142239689,91.16973983124699,91.5368146712973,31278300
2019-07-01,100.74064636230469,102.39698138010223,97.3384600270435,98.89630320776467,26016300
2019-08-01,104.5546875,107.18691082354539,101.74340424630394,103.99064257239677,33172100
2019-09-01,101.92313385009766,107.45823125351198,99.00282895614005,104.95126785424968,36478400
2019-10-01,91.3920669555664,103.48662155809205,87.82480099703618,101.89618155051812,42693600
2019-11-01,90.45757293701172,91.85932406089421,87.10596504274746,91.58975469137692,50159100
2019-12-01,90.90074157714844,92.22729278443984,88.46420419811956,90.88268932716521,34331700
2020-01-01,95.44894409179688,96.55892353185365,90.16077012782091,91.0541638476753,39003200
2020-02-01,80.54096984863281,97.11842460865259,79.01587813235923,95.48504003418051,40261700
2020-03-01,62.119991302490234,86.01438846893765,49.810209109428115,80.90193086975768,88784600
2020-04-01,78.345703125,82.0622050587297,56.3458160025456,58.920174535971185,58796100
2020-05-01,81.33702850341797,82.76923655655337,70.32348806593596,76.4965065080304,63120800
2020-06-01,79.19326782226562,89.55372151588163,76.69654731011101,81.90866984523316,52180000
2020-07-01,82.96569061279297,86.9659027923014,77.9722557107648,79.4301906249395,40355100
2020-08-01,87.3394775390625,88.93409504690342,82.04534963766443,83.1479129088482,27974800
2020-09-01,83.60041046142578,90.33056236491518,80.65196123098634,87.52861624028154,34317500
2020-10-01,85.4592056274414,92.94936221586596,82.71220453612655,84.37871825208482,31629600
2020-11-01,96.87757110595703,98.61733281198933,85.82547072830222,86.45727620595146,31912700
2020-12-01,99.85176849365234,101.78332088863395,95.951885529136,98.26973857875896,36913400
2021-01-01,93.34888458251953,100.86352587092969,93.06375376246696,100.27485760203447,29488700
2021-02-01,95.22526550292969,98.34333365457923,93.48687377297983,94.03874293818028,35690900
2021-03-01,99.97915649414062,103.21383061821484,94.21219660150815,96.12527501570513,43217400
2021-04-01,110.45948791503906,110.82916633668233,99.80354918852102,100.43200039000575,28270800
2021-05-01,110.87539672851562,113.42617049456018,108.05660623967738,110.90312138069591,31210000
2021-06-01,106.75288391113281,112.29330687928245,106.27030422009105,112.29330687928245,39701000
2021-07-01,121.93567657470703,122.5203487110033,104.08011551440697,107.17977846523748,32683500
2021-08-01,121.60157012939453,126.000502555255,121.06330306085117,122.58529422814414,25676900
2021-09-01,113.9327621459961,123.52729915215355,113.34591455660002,122.41880215422873,37099500
2021-10-01,116.38264465332031,119.19579648056676,112.9081157053216,114.854971670549,31436400
2021-11-01,114.42646026611328,120.04345339778023,113.99796736045514,116.94153659085893,24861100
2021-12-01,129.86215209960938,130.78800722972332,115.11401235857336,116.3110769286679,29383400
2022-01-01,117.05923461914062,129.77798774354673,110.76532904767546,129.41325952814356,39158000
2022-02-01,114.63706970214844,124.26029257664999,110.84949852248599,116.9563668047114,42848600
2022-03-01,111.36410522460938,116.82285141657314,104.88125274935769,114.2297161609917,46118300
2022-04-01,109.93601989746094,119.58513138097756,108.56428683643605,111.7399422378649,40513200
2022-05-01,114.12637329101562,114.67131035214359,101.9874705238279,109.832658909934,37590400
2022-06-01,107.17610168457031,115.19235450127883,102.32291617777736,115.10737999260577,28286200
2022-07-01,115.70223999023438,116.14601503207547,107.09113554586575,107.48769771801939,27363700
2022-08-01,105.03276824951172,116.88247687392426,104.39071219202606,114.97518952506756,38999900
2022-09-01,100.89849090576172,112.57858296222109,100.86054410910826,105.05436732154998,35684700
2022-10-01,112.19905853271484,113.3471410536728,98.64977803474083,101.98017072085395,36748100
2022-11-01,122.07637023925781,122.36102189926767,110.2444687735899,112.92016686951136,42584000
2022-12-01,122.08302307128906,126.04824649256798,121.01546124121319,122.95994496447459,36014700
2023-01-01,124.39923858642578,125.41914588868025,119.95743349344397,122.40710032862826,28523700
2023-02-01,121.20610046386719,127.50660671560792,120.17666662723558,124.03703987851912,36799000
