Price,Close,High,Low,Open,Volume
Ticker,JBSAY,JBSAY,JBSAY,JBSAY,JBSAY
Date,,,,,
2019-01-01,6.361457824707031,6.607608302320651,4.615325856773117,4.615325856773117,1965400
2019-02-01,5.515315055847168,6.361458514815367,5.515315055847168,6.338381354845901,900400
2019-03-01,6.299920082092285,6.392227253726967,5.084551247536348,5.623005836278074,1585900
2019-04-01,7.638364791870117,8.007590521059743,6.107614805702251,6.2999196895919365,5016700
2019-05-01,8.47681713104248,9.307575885534757,7.5152907268999,7.776825292614082,4125700
2019-06-01,8.431422233581543,8.969925329822296,8.085241724116234,8.623744820356986,3000300
2019-07-01,10.293103218078613,10.754676909279162,8.808372860665786,8.81606593893221,1171900
2019-08-01,10.993159294128418,11.40857606217044,9.893073836646645,10.454656184985422,2029000
2019-09-01,12.00092887878418,12.547124283168872,10.454655211906344,10.562355383519147,1883100
2019-10-01,10.870070457458496,12.162478209610526,10.654669409983923,11.908611772307268,3651700
2019-11-01,10.262332916259766,11.277795896971915,9.046854277633885,10.916229243612849,2599300
2019-12-01,9.946922302246094,10.423882127729549,9.369954664921421,10.385417471844113,3836700
2020-01-01,9.816143989562988,11.162401957713556,9.539199023720213,10.062316640398905,3381200
2020-02-01,7.700595378875732,10.377725027296151,7.262099448863721,10.193095548160743,3004200
2020-03-01,6.015849590301514,8.469885410765496,3.4079555073315024,7.877531595332594,7565100
2020-04-01,6.8774542808532715,7.377493366724667,5.477346307718019,5.723519311494822,4941500
2020-05-01,6.3004865646362305,6.923611964223355,5.50811784526443,6.9005334630985935,4688600
2020-06-01,6.159153461456299,7.576861162876726,6.017382428419215,6.411190561416624,4349500
2020-07-01,6.529333114624023,6.9861500899870554,5.836231315524898,6.190658551129038,3845900
2020-08-01,6.403314113616943,7.190929614660178,6.159153353361261,6.505704218888004,2121700
2020-09-01,5.812602519989014,7.1357968094225495,5.59994634855353,6.529332509722619,2208700
2020-10-01,5.340032577514648,6.5608362222369685,5.277023030037503,5.702335316013574,2755500
2020-11-01,6.8286261558532715,6.9546445103349805,5.245518887637346,5.450299089234446,4395500
2020-12-01,7.214558124542236,7.5611093778902525,6.812874024532413,7.088539760098849,1991400
2021-01-01,6.970396518707275,7.521727142806883,6.497826983119857,7.293318709202964,1449100
2021-02-01,7.32482385635376,8.309343171693548,6.9940253063093,6.9940253063093,1477100
2021-03-01,7.592613220214844,8.411733259443649,7.21455741303998,7.293319258613926,2279900
2021-04-01,8.76616096496582,10.33351569403118,8.262086753868433,8.364476863206747,1788300
2021-05-01,9.183597564697266,9.640414542105178,8.529876691815986,9.018198262454487,2112000
2021-06-01,9.073331832885742,9.569528986786253,8.655895035098887,9.167845612253876,3104600
2021-07-01,9.664042472839355,10.081478474382964,8.529875740739612,9.254482055378707,2256700
2021-08-01,9.262358665466309,10.239001726831674,9.175720477824601,10.010593256816732,1743900
2021-09-01,11.026166915893555,11.221032714935692,9.43476134172707,9.532194241248138,2265000
2021-10-01,11.277870178222656,11.48085559757947,10.319778751073557,11.440258358842524,1271100
2021-11-01,10.165509223937988,11.97613862386934,10.011239886006923,11.026166888029747,2168900
2021-12-01,11.42170238494873,11.471724789720627,9.770974953663377,10.46294665001986,1502400
2022-01-01,11.046537399291992,11.505073072995419,10.43793609779919,10.896470976423446,2753700
2022-02-01,11.621790885925293,12.630569066600037,10.604676300015923,11.013189574442434,4280200
2022-03-01,13.280856132507324,13.280856132507324,11.263299808702723,11.588442664098883,4799600
2022-04-01,12.914027214050293,14.006174987035708,12.513851149314034,13.280856068471028,2274900
2022-05-01,12.472167015075684,13.089105565407847,11.338333939188523,12.772299089407193,2339800
2022-06-01,10.367776870727539,13.126804420501902,10.333503261946097,12.955436376594688,1577100
2022-07-01,10.513440132141113,10.864744833782488,9.219609943583647,10.230681832348441,1978900
2022-08-01,9.819397926330566,10.787628357705731,9.682303496604394,10.504870892108688,2106900
2022-09-01,8.054306030273438,9.776556841052214,7.93434879899258,9.759420443932386,2546000
2022-10-01,8.516999244689941,8.748346708665434,7.745842665732824,8.311357599254345,2000700
2022-11-01,7.077507019042969,9.091082925108104,7.051801200105184,8.217105509905295,4059200
2022-12-01,7.577481269836426,7.916239358037809,6.703842235840111,7.541822568455781,8026800
2023-01-01,7.105002403259277,7.951897571833867,6.810817922364766,7.140661527538672,5446600
2023-02-01,6.587951183319092,7.238723115168288,6.231363747701611,6.971282857269113,5019900
2023-03-01,6.284851551055908,7.087172663884151,6.088728291189074,6.792988199169102,5947400
2023-04-01,6.338339805603027,6.4453159008244185,5.839117602817988,6.186790124830116,4139300
2023-05-01,5.96392297744751,6.561206806404788,5.527103289444415,6.284851684441088,4650500
2023-06-01,6.596865653991699,7.185235034336578,5.767799844214668,5.955008225449145,3276000
2023-07-01,7.550443649291992,7.749139119248882,6.698889766060525,7.001664610436217,4373400
2023-08-01,7.020587921142578,7.86268031951157,6.992202596554085,7.654522475647767,5557900
2023-09-01,6.755660057067871,7.361209754090961,6.509655859227411,7.096281705247179,3075400
2023-10-01,7.493673324584961,7.7680628393999145,6.509655660868696,6.746198377169133,4463100
2023-11-01,9.064316749572754,9.083240599859826,7.559904940626703,7.559904940626703,5296500
2023-12-01,9.575248718261719,9.85910014852817,8.912929315865881,8.979160985403817,2369700
2024-01-01,8.903468132019043,9.79286929405674,8.856159405980629,9.641481190266038,1975300
2024-02-01,8.818312644958496,9.064317299584618,8.00460598235544,8.884545222643315,1662700
2024-03-01,8.042452812194824,8.950776930606855,8.042452812194824,8.903468204184986,1930600
2024-04-01,8.487153053283691,8.629078324465683,7.730216168189045,7.957296963015779,3587600
2024-05-01,10.46465015411377,10.966120459438535,8.4493061052734,9.05485488080856,3356200
2024-06-01,10.937735557556152,11.212125071337413,9.632019660216033,10.256492284522427,3419200
2024-07-01,11.259432792663574,11.609516802421895,10.124027949238995,11.089122652670135,1488900
2024-08-01,11.136431694030762,13.45455017025159,10.474111355962924,11.363512488736887,5240400
2024-09-01,11.619999885559082,12.600000381469727,11.279999732971191,12.09000015258789,1457000
2024-10-01,12.170000076293945,12.710000038146973,11.25,11.90999984741211,1085500
2024-11-01,12.300000190734863,12.989999771118164,11.720000267028809,12.270000457763672,1324100
2024-12-01,11.880000114440918,13.489999771118164,11.699999809265137,12.180000305175781,1219500
