Price,Close,High,Low,Open,Volume
Ticker,TSN,TSN,TSN,TSN,TSN
Date,,,,,
2019-01-01,51.74124526977539,52.276041195950036,44.1371550416167,44.32099124085224,57673700
2019-02-01,51.52397918701172,53.42082408856472,48.63275438557457,51.93343160909089,59262300
2019-03-01,58.37176513671875,58.464245761291906,51.73841947523126,51.957007418393715,59722400
2019-04-01,63.063026428222656,63.39090992530245,57.699176207204474,58.4306120775926,48377000
2019-05-01,63.80288314819336,70.08312585256203,62.67631007594341,63.05463532217679,67117400
2019-06-01,68.21576690673828,71.2235510350007,63.949116922510186,64.31241641921305,65307900
2019-07-01,67.16809844970703,70.04914828229099,66.39080879454642,68.85786193271852,46262200
2019-08-01,78.6077880859375,79.47801513854957,67.38776100562542,67.4131064233232,63638600
2019-09-01,73.08067321777344,79.28243252341036,67.87153353665396,78.5612987741302,54870100
2019-10-01,70.2385482788086,73.28427998929568,65.35179645301189,72.8940194802288,54543600
2019-11-01,76.26215362548828,79.84237816190173,69.22047922207219,70.5100420224382,52412800
2019-12-01,77.60115814208984,78.48763963047031,73.86771288608878,76.61238807702496,46208300
2020-01-01,70.43257141113281,80.32876195031449,70.16833413764037,77.63522868599046,59154900
2020-02-01,57.817283630371094,72.32487535580144,56.01875052620273,70.79058605816353,62969100
2020-03-01,49.62068557739258,61.32488908629375,36.501686692147544,58.58104866210023,107201200
2020-04-01,53.32487869262695,55.70859479430667,44.87041423454051,48.360239685546716,67109700
2020-05-01,52.68179702758789,54.5338913648999,46.54244697696876,52.49316000042562,77760500
2020-06-01,51.54389572143555,59.31303101880242,49.85195149143741,53.13225240283899,81949500
2020-07-01,53.045921325683594,53.52070107989143,47.71974661876631,51.51799123840552,41788300
2020-08-01,54.2112922668457,57.42253222001247,52.9509668203612,54.297617957488164,51168900
2020-09-01,51.685001373291016,57.77632241672741,48.89568045254317,54.630733122751074,68960300
2020-10-01,49.72987747192383,53.292565102334684,48.89568845871667,51.62418376114788,45232700
2020-11-01,56.6553955078125,57.40269116727559,48.50466730031805,50.26863032339518,53210000
2020-12-01,56.380977630615234,61.665601212324255,54.657349596030016,57.29091347997345,55890800
2021-01-01,56.26723861694336,59.02329357307792,54.82359348466235,56.47722846091646,42976200
2021-02-01,59.207027435302734,61.744347880863614,54.76234603934866,56.48597088966513,43046600
2021-03-01,65.43412780761719,68.8159151674277,60.11485222711113,60.132462763374754,55388000
2021-04-01,68.20824432373047,70.25140910424427,64.56225205780508,65.32844137012798,32718300
2021-05-01,70.0136489868164,72.03039515385062,66.93128708173644,68.48127666390106,41730800
2021-06-01,65.32417297363281,71.72728411552363,63.933731966814136,70.63796129372935,37212600
2021-07-01,63.2872200012207,65.94411424186052,61.887920746177514,65.47473067377386,33053000
2021-08-01,69.53977966308594,73.02031159102403,62.02962862324825,63.56176727396698,40968300
2021-09-01,70.31196594238281,72.15571744405341,66.29490099691255,69.98240400025374,37273800
2021-10-01,71.22938537597656,74.60514418136111,68.86902552787782,70.47229061596687,30353200
2021-11-01,70.32977294921875,76.25293787892798,70.14272649402939,71.38970965747001,38516600
2021-12-01,78.07212829589844,78.37667437892564,70.06426932107675,71.2555964117733,43815500
2022-01-01,81.41321563720703,84.27956004621929,77.1764000940763,77.82132246067596,43067500
2022-02-01,82.99864959716797,90.21825769862228,78.66329693741113,81.41319785327224,57304900
2022-03-01,80.68209075927734,86.72221986468625,74.8399997995769,83.45461106371614,72929300
2022-04-01,83.85967254638672,89.60274317204929,79.50285490078127,81.01513774676374,36842500
2022-05-01,80.6640853881836,85.30895044510356,74.6689609553427,85.08390836040664,51236500
2022-06-01,77.86190795898438,83.52558125646927,73.9896225712084,81.05563847079165,36862400
2022-07-01,79.62614440917969,79.74375808742315,73.17534581065007,77.70809372460066,33393800
2022-08-01,68.19927978515625,80.30470204276067,68.15404693928245,79.49043488825106,47099000
2022-09-01,60.00919723510742,69.38421485673815,59.9363799192162,68.29197595109416,44117800
2022-10-01,62.21187210083008,62.830805428679945,57.28771370892983,60.41878553584259,54247500
2022-11-01,60.32777404785156,62.86722105939567,57.906653457666486,62.66697688049904,73006600
2022-12-01,57.07194137573242,61.06926987745358,54.44067373253657,61.06926987745358,58727200
2023-01-01,60.28080368041992,61.234295558995754,57.319480968733316,57.713713120502476,49456800
2023-02-01,54.312320709228516,60.335813504460326,54.25731034905224,59.95075147537976,76497200
2023-03-01,54.82125473022461,55.07077873475071,51.577449722177356,54.516283297178944,72389100
2023-04-01,57.750850677490234,57.917196495459365,54.312968948469,54.728842306882235,45505900
2023-05-01,46.799530029296875,58.480928886640996,43.53724160381844,57.79705146435617,119656200
2023-06-01,47.605445861816406,48.26766808696374,45.870607367091786,47.68006069662135,64158400
2023-07-01,51.970523834228516,52.791304832629166,47.29765180037511,47.93189392695801,58934300
2023-08-01,49.685386657714844,53.30429695703991,46.72869859859075,51.970523398324765,68478000
2023-09-01,47.511905670166016,52.04760309971048,46.486197951635496,50.18439160534791,55225300
2023-10-01,43.6161003112793,47.28606500096211,42.289267586183264,47.28606500096211,50416500
2023-11-01,44.07720184326172,46.10038824186914,42.46806489722075,43.75725617068409,62214000
2023-12-01,51.11146926879883,51.444286687481,44.483618046557744,44.483618046557744,56206100
2024-01-01,52.0718879699707,53.41267241742471,49.58050201225969,50.97834242910414,46935700
2024-02-01,51.57741928100586,58.20526713263685,48.64861137336083,52.252565286458776,67963700
2024-03-01,56.35945510864258,57.07918253348418,50.00666206370985,52.060283730208866,71879400
2024-04-01,58.201961517333984,59.2191739750685,55.01596828379268,56.13874135371998,42565800
2024-05-01,54.93919372558594,59.535853782247784,53.95076922824257,57.92366404905834,74331100
2024-06-01,55.30850601196289,56.02478861118458,51.89165335546229,55.686004853710166,39220400
2024-07-01,58.94799041748047,59.441641902167135,53.86626723295373,55.4633780183495,31811300
2024-08-01,62.248687744140625,63.60381542465957,58.17363054679454,59.31580864232243,55944000
2024-09-01,58.09123229980469,65.23071469237489,56.17956371184812,62.48025711043678,45900300
2024-10-01,57.14514923095703,59.60300555193239,56.11128788082937,57.8766539555107,39564800
2024-11-01,62.90940856933594,64.32364811106088,56.18931885389611,57.13539952220569,54565000
2024-12-01,56.4615364074707,63.46024964780904,55.88158661826119,63.14570099092074,44070700
